Problem_Name,Problem_Category,Ministry,Minister_Name,Days_To_Complete
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,14
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,21
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,17
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,19
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,21
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,17
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,13
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,18
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,21
Sports training facility issue,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,22
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,22
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,22
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,16
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,11
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,16
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,19
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,15
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,11
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,15
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,14
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,11
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,20
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,13
